id,label
76,0.10779323428869247
77,0.11529392004013062
78,0.2532650828361511
79,0.020208606496453285
80,0.9224961400032043
81,0.7501900792121887
82,0.944487452507019
83,0.017191670835018158
84,0.9685035347938538
85,0.02043064311146736
86,0.19267767667770386
87,0.16386154294013977
88,0.05837225914001465
89,0.9984921216964722
90,0.19649021327495575
91,0.8823113441467285
92,0.9989080429077148
93,0.9994764924049377
94,0.005288653541356325
95,0.018037231639027596
96,0.9991280436515808
97,0.0004215710796415806
98,0.08939465880393982
99,0.9993452429771423
100,0.7682296633720398
101,0.9982209801673889
102,0.15461193025112152
103,0.9805287718772888
104,0.9516779184341431
105,0.0180073082447052
106,0.035856425762176514
107,0.9939204454421997
108,0.9801574349403381
109,0.054420966655015945
110,0.018997861072421074
111,0.28041380643844604
112,0.09021618962287903
113,0.31020039319992065
114,0.9841415286064148
115,0.9310101270675659
116,0.9994025230407715
117,0.9957364797592163
118,0.5487387776374817
119,0.07798600196838379
120,0.5556094646453857
121,0.949307918548584
122,0.9974693059921265
123,0.9734817147254944
124,0.9800419211387634
125,0.9944735169410706
126,0.6567298173904419
127,0.06177843362092972
128,0.9996215105056763
129,0.996180534362793
130,0.29704082012176514
131,0.0069281780160963535
132,0.442318856716156
133,0.9576629996299744
134,0.8963098526000977
135,0.9798536896705627
136,0.9530835747718811
137,0.001514438190497458
138,0.28307321667671204
139,0.8284966945648193
140,0.8961898684501648
141,0.99722820520401
142,0.2289843112230301
143,0.2698288857936859
144,0.980647623538971
145,0.9887359738349915
146,0.0009988723322749138
147,0.036585234105587006
148,0.451113760471344
149,0.9996850490570068
150,0.9470430612564087
151,0.10635679960250854
152,0.9635502696037292
153,0.9581473469734192
154,0.9979331493377686
155,0.5465601086616516
156,0.9960165619850159
157,0.998028576374054
158,0.0015623680083081126
159,0.12623310089111328
160,0.12056347727775574
161,0.9963847398757935
162,0.9992945194244385
163,0.9998997449874878
164,0.24324755370616913
165,0.7259044051170349
166,0.7855016589164734
167,0.5920900702476501
168,0.9977130889892578
169,0.9974719882011414
170,0.9838481545448303
171,0.32370248436927795
172,0.4014655649662018
173,0.1247890517115593
174,0.9999343156814575
175,0.003131093457341194
176,0.03689437359571457
177,0.06810123473405838
178,0.015428340993821621
179,0.965393602848053
180,0.7090021967887878
181,9.57081574597396e-05
182,0.02660342864692211
183,0.9957081079483032
184,0.8833732008934021
185,0.944789469242096
186,0.8765912055969238
187,0.9989909529685974
188,0.9968085885047913
189,0.9628915190696716
190,0.002127696992829442
191,0.9990562796592712
192,0.9908587336540222
193,0.9922905564308167
194,0.9984515905380249
195,0.09104719012975693
196,0.9078353047370911
197,0.8662822842597961
198,0.9343317747116089
199,0.0421053022146225
200,0.8040973544120789
201,0.007112718652933836
202,0.9834800958633423
203,0.0005180419539101422
204,0.0010904611553996801
205,0.9999227523803711
206,0.9994485974311829
207,0.03524734079837799
208,0.9439127445220947
209,0.962931215763092
210,0.9997829794883728
211,0.000769600213970989
212,0.042952924966812134
213,0.976493239402771
214,0.20287127792835236
215,0.0008011283935047686
216,0.41707220673561096
